"set","log2fc","minuslogpv","proteinids","majorityproteinids","fastaheaders","numberofproteins","peptides","uniquepeptides","sequencecoveragep","moldotweightkda","qhvalue","score","idsfrondevi","evidenceids","chrinfo","proj","experiment","username","foldchange","pvalue","analyinfo"
"compare2similar","-0.4580714976754083,-0.4939957239087615","2.3725369063400286,4.344072611593518","LOC_Os05g33380.1;LOC_Os10g08022.1","LOC_Os05g33380.1",">LOC_Os05g33380.1 protein|fructose-bisphospate aldolase isozyme, putative, expressed","2.0","31.0","18.0","85.2","38.863","nan","323.31","2308.0","36688;36689;36690;36691;36692;36693;36694;36695;36696;36697;36698;36699;36700;36701;36702;36703;36704;36705;36706;36707;36708;36709;36710;36711;36712;36713;36714;36715;36716;36717;36718;36719;36720;36721;36722;36723;36724;36725;36726;36727;36728;36729;36730;36731;36732;36733;36734;36735;36736;36737;36738;36739;36740;36741;36742;36743;36744;36745;36746;36747;36748;36749;36750;36751;36752;36753;36754;43893;43894;43895;43896;43897;43898;43899;43900;43901;43902;43903;43904;43905;43906;43907;43908;43909;43910;43911;43912;43913;43914;43915;43916;43917;43918;43919;43920;43921;43922;66177;66178;66179;66180;66181;66182;66183;66184;66185;66186;66187;66188;66189;66190;66191;66192;66193;66194;66195;66196;66197;66198;66199;66200;66201;66202;66203;66204;66205;66206;66207;66208;68480;68481;68482;68483;68484;68485;68486;68487;68488;68489;68490;68491;68492;68493;68494;68495;68496;68497;68498;68499;68500;68501;68502;68503;70011;70012;70013;70014;70015;70016;70017;70018;70019;70020;70021;70022;70023;70024;70025;70026;78465;78466;78467;78468;78469;78470;78471;78472;78473;78474;78475;78476;78477;78478;78479;78480;78481;78482;78483;78484;78485;78486;78487;78488;78489;78490;78491;78492;78493;78494;78495;78496;78497;78498;78499;78500;78501;78502;78503;78504;78505;78506;78507;78508;78509;78510;78511;78512;78513;78514;78515;78516;78517;78518;78519;78520;78521;78522;78523;78524;78525;78526;78527;78528;78529;78530;78531;78532;78533;78534;78535;78536;78537;78538;78539;78540;78541;78542;78543;78544;78545;78546;78547;78548;78549;78550;78551;78552;78553;78554;78555;78556;78557;78558;78559;78560;78561;78562;78563;78564;78565;78566;78567;78568;78569;78570;78571;78572;78573;78574;78575;78576;78577;78578;78579;78580;78581;100987;100988;100989;100990;100991;100992;100993;100994;100995;100996;100997;100998;100999;101000;101001;101002;101003;101004;101005;101006;101007;101008;101009;101010;101011;101012;101013;101014;101015;101016;101017;101018;101019;101020;101021;101022;101023;101024;101025;101026;101027;101028;101029;101030;101031;101032;101033;101034;101035;101036;101037;101038;101039;101040;101041;101042;101043;101044;101045;101046;101047;101048;101049;109787;109788;109789;109790;109791;109792;109793;109794;109795;109796;109797;109798;109799;109800;109801;109802;124153;124154;124155;124156;124157;124158;124159;124160;124161;124162;124163;124164;124165;124166;124167;124168;124169;124170;124171;124172;124173;124174;124175;124176;124177;124178;124179;124180;124181;124182;124183;124184;124185;124186;124187;124188;124189;153738;153739;153740;153741;153742;153743;153744;153745;153746;153747;153748;153749;153750;153751;153752;153753;153754;153755;153756;153757;153758;153759;153760;166427;166428;166429;166430;166431;166432;166433;166434;166435;166436;166437;166438;166439;166440;166441;166442;166443;166444;166445;166446;166447;166448;166449;166450;166451;166452;166453;166454;166455;166456;166457;166458;166459;166460;166461;166462;166463;166464;166465;166466;166467;166468;166469;166470;166471;166472;166473;166474;166475;166476;166477;166478;166479;166480;166481;166482;166483;166484;166485;166486;166487;166488;166489;166490;166491;166492;166493;166494;166495;166496;166497;166498;166499;166500;166501;166502;166503;166504;166505;166506;166507;166508;166509;166510;166511;166512;166513;166514;166515;166516;166517;166518;166519;166520;166521;166522;166523;166524;166525;166526;166527;166528;166529;166530;166531;186761;186762;186763;186764;186765;186766;186767;186768;186769;186770;186771;186772;186773;186774;186775;186776;186777;186778;186779;186780;186781;186782;186783;186784;186785;186786;186787;186788;186789;186790;186791;186792;186793;186794;186795;186796;186797;186798;186799;186800;186801;186802;219065;219066;219067;219068;219069;219070;219071;219072;219073;219074;219075;219076;219077;219078;219079;219080;219081;219082;219083;219084;219085;219086;219087;219088;219089;219090;219091;219092;219093;219094;219095;219096;219097;219098;219099;219100;219101;219102;219103;219104;219105;219106;219107;219108;219109;219110;219111;219112;263413;263414;263415;263416;263417;263418;267494;267495;267496;267497;267498;267499;267500;267501;267502;267503;267504;267505;267506;267507;267508;267509;267510;267511;267512;267513;267514;267515;267516;267517;267518;267519;267520;267521;267522;267523;267524;267525;267526;267527;267528;267529;267530;267531;267532;267533;267534;267535;267536;267537;267538;354001;354002;354003;354004;354005;354006;354007;354008;354009;354010;354011;354012;354013;354014;354015;354016;354017;354018;354019;354020;354021;354022;354023;354024;354025;354026;354027;354028;354029;354030;354031;354032;354033;354034;354035;453174;453175;453176;453177;453178;453179;453180;453181;453182;453183;453184;453185;453186;453187;453188;453189;453190;453191;453192;453193;453194;453195;453196;453197;453198;453199;453200;453201;453202;453203;453204;453205;453206;453207;453208;453209;453210;453211;453212;453213;453214;453215;453216;453217;453218;453219;453220;453221;453222;453223;453224;470270;470271;470272;470273;470274;470275;470276;470277;470278;470279;470280;470281;470282;470283;470284;470285;470286;470287;470288;470289;470290;470291;470292;482705;482706;482707;482708;482709;482710;482711;482712;482713;482714;482715;482716;482717;518981;518982;518983;518984;518985;518986;518987;518988;518989;518990;518991;518992;518993;518994;518995;518996;518997;518998;518999;519000;519001;519002;519003;519004;519005;519006;519007;519008;519009;519010;519011;519012;519013;519014;519015;519016;519017;519018;519019;519020;519021;519022;519023;519024;519025;543386;543387;543388;543389;543390;543391;543392;543393;543394;543395;543396;543397;543398;543399;543400;543401;543402;543403;543404;543405;543406;543407;543408;543409;543410;543411;543412;543413;552070;552071;552072;552073;552074;552075;552076;552077;552078;552079;552080;552081;552082;552083;552084;552085;552086;552087;552088;552089;552090;552091;552092;552093;552094;552095;552096;552097;552098;552099;552100;552101;552102;552103;552104;552105;552106;552107;552108;552109;552110;552111;552112;552113;552114;552115;552116;552117;552118;552119;552120;552121;552122;552123;552124;552125;552126;552127;552128;552129;552130;552131;552132;552133","LOC_Os05g33380.1:Chr5:19606913","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.4580714976754083,-0.4939957239087615","0.09324387499268609,  0.012983543453924228","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.47543026323019794,1.1934072059283303","1.7440699666981772,5.09949267701486","LOC_Os05g33570.1;LOC_Os05g33570.2","LOC_Os05g33570.1;LOC_Os05g33570.2",">LOC_Os05g33570.1 protein|pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed;>LOC_Os05g33570.2 protein|pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed","2.0","54.0","47.0","71.0","102.79","nan","323.31","2312.0","5360;5361;5362;5363;19986;19987;19988;19989;19990;19991;19992;19993;19994;19995;19996;19997;19998;19999;20000;20001;20002;20003;20004;20005;20006;35022;35023;35024;35025;35026;35027;35028;35029;35030;35031;39608;39609;39610;39611;39612;39613;39614;39615;39616;39617;39618;39619;39620;39621;39622;39623;39624;39625;39626;39627;39628;39629;39630;39631;39632;39633;39634;39635;39636;39637;39638;39639;39640;39641;39642;39643;39644;40040;40041;40042;40043;40044;40045;40046;40047;40048;40049;40050;40051;40052;40053;40054;40055;40056;40057;40058;40059;40060;40061;40062;40063;40064;40065;40066;40067;40068;57813;57814;57815;57816;57817;57818;57819;57820;57821;57822;57823;57824;57825;57826;57827;57828;57829;57830;57831;57832;57833;57834;57835;57836;57837;57838;57839;75822;75823;75824;75825;75826;75827;75828;75829;75830;75831;75832;107557;107558;107559;107560;107561;107562;107563;107564;107565;107566;107567;107568;107569;111833;111834;111835;111836;111837;111838;111839;111840;124629;124630;124631;124632;124633;124634;124635;124636;124637;124638;124639;124640;124641;124642;124643;124644;124645;136144;136145;136146;136147;136148;136149;136150;136151;136152;136153;136154;136155;136156;136157;136158;136159;136160;136161;136162;136163;136164;136165;136166;136167;136168;136169;136170;136171;136172;136173;136174;136175;136176;136177;136178;136179;136180;136181;136182;136183;136184;136185;136186;136187;136188;136189;136190;136191;136192;136193;136194;136195;137653;137654;137655;137656;137657;137658;137659;137660;137661;137662;137663;137664;137665;137666;137667;137668;137669;137670;137671;137672;137673;137674;137675;137676;137677;137678;137679;137680;137681;137682;137683;137684;137685;137686;137687;137688;137689;137690;137691;137692;137693;137694;137695;137696;137697;137698;137699;137700;137701;137702;156011;156012;156013;156014;156015;156016;156017;156018;156019;156020;156021;156022;156023;156024;156025;156026;156027;161204;161205;161206;161207;161208;161209;161210;161211;172922;172923;172924;172925;172926;172927;172928;172929;172930;172931;172932;172933;172934;172935;172936;172937;172938;172939;172940;172941;172942;172943;172944;172945;172946;172947;186151;186152;186153;186154;186155;186156;186157;186158;186159;186160;186161;186162;186163;210641;210642;210643;210644;210645;210646;210647;210648;210649;210650;210651;210652;210653;210654;210655;210656;210657;210658;210659;210660;210661;210662;210663;210664;210665;210666;210667;210668;261040;261041;261042;261043;261044;261045;261046;261047;261048;261049;261050;261051;261052;261053;261054;269665;269666;269667;269668;269669;269670;269671;269672;269673;269674;269675;269676;269677;286059;286060;286061;286062;286063;286064;286065;286066;286067;286068;286069;286070;286071;286072;286073;286074;286075;286076;286077;286078;286079;286080;286081;286082;287474;287475;287476;287477;287478;287479;287480;287481;287482;287483;287484;287485;287486;287487;287488;287489;287490;287491;287492;287493;287494;287495;287496;287497;287498;287499;287500;287501;287502;287503;287504;299747;299748;299749;299750;299751;299752;299753;299754;299755;299756;299757;299758;299759;299760;301050;301051;301052;301053;301054;301055;301056;301057;301058;301059;301060;301061;301062;301063;301064;301065;301066;301067;301068;301069;301070;301071;301072;301073;301074;301075;301076;301077;301078;301079;301080;301081;301082;301083;301084;301085;301086;301087;301088;301089;301090;301091;301092;301093;301094;301095;301096;301097;301098;301099;318756;318757;318758;318759;318760;318761;318762;318763;318764;318765;318766;318767;318768;318769;318770;318771;318772;318773;318774;318775;318776;318777;318778;318779;331767;331768;331769;331770;331771;331772;331773;331774;331775;331776;331777;331778;331779;331780;331781;331782;331783;331784;331785;332489;332490;332491;332492;351558;351559;351560;351561;351562;351563;351564;351565;351566;351567;351568;351569;351570;351571;351572;351573;351574;351575;351576;351577;351578;351579;351580;351581;351582;351583;351584;351585;351586;351587;351588;351589;351590;351591;351592;351593;351594;351595;351596;351597;351598;351599;351600;351601;351602;351603;351604;351605;351606;351607;351608;351609;351610;351611;351612;351613;351614;351615;351616;351617;351618;351619;351620;351621;351622;351623;382178;382179;385751;385752;385753;385754;385755;385756;385757;385758;385759;385760;385761;385762;385763;385764;386324;386325;386326;386327;386328;386329;386330;386331;386332;386333;386334;386335;386336;386337;386338;386339;386340;386659;386660;386661;386662;386663;386664;386665;386666;386667;386668;386669;386925;386926;386927;386928;386929;386930;386931;386932;401770;401771;401772;401773;401774;401775;401776;401777;401778;401779;401780;401781;401782;401783;401784;401785;401786;401787;401788;401789;401790;401791;401792;401793;401794;401795;401796;406707;406708;406709;406710;406711;406712;406713;406714;406715;406716;406717;406718;407154;407155;413006;413007;413008;413009;413010;413011;413012;413013;413014;413015;413016;413017;413018;413019;413020;413021;413022;413023;444480;444481;444482;444483;444484;444485;444486;444487;444488;444489;444490;444491;444492;444493;444494;444495;444496;444497;444498;444499;444500;444501;444502;444503;444504;444505;444506;444507;444508;444509;444510;444511;444512;444513;444514;444515;444516;444517;444518;444519;444520;444992;444993;444994;444995;444996;444997;444998;444999;445000;445001;445002;445003;445004;445005;445006;445007;445008;445009;445010;445011;445012;445013;445014;445015;445016;445017;445018;445019;445020;445021;445022;445023;445024;445025;445026;445027;445028;445029;445030;445031;445032;445033;445034;445035;445036;445037;445038;445039;445040;445041;445042;445043;445044;445045;445046;445047;445048;445049;456949;456950;456951;456952;456953;456954;460777;460778;460779;460780;460781;460782;460783;460784;460785;460786;460787;460788;460789;460790;460791;460792;460793;460794;460795;460796;460797;460798;460799;460800;460801;460802;460803;460804;460805;460806;460807;460808;460809;460810;460811;460812;460813;460814;460815;460816;460817;460818;460819;460820;460821;460822;487192;487193;487194;489673;489674;489675;489676;489677;489678;489679;489680;489681;489682;489683;489684;489685;489686;489687;489688;489689;489690;489691;489692;489693;489694;491587;491588;491589;491590;491591;491592;491593;491594;491595;491596;491597;491598;491599;491600;491601;491602;491603;491604;491605;491606;491607;491608;491609;491610;491611;491612;491613;491614;491615;491616;491617;491618;491619;491620;491621;491622;491623;491624;491625;491626;491627;491628;494588;494589;494590;494591;494592;494593;494594;494595;494596;494597;494598;494599;494600;494601;494602;494603;494604;494605;494606;494607;494608;494609;494610;494611;494612;494613;494614;494615;494616;494617;494618;494619;494620;494621;494622;494623;494624;494625;494626;494627;494628;494629;494630;494631;494632;494633;494634;494635;494636;494637;509020;509021;509022;509023;509024;509025;509026;509027;509028;509029","LOC_Os05g33570.1:Chr5:19737118^^LOC_Os05g33570.2:Chr5:19726254","forPPT","PPT1projLFQ_AnI;A1","ppt","0.47543026323019794,1.1934072059283303","0.17480749017660172,  0.006099840369895578","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.9813574244879696,1.2490921888982613","1.228782362108682,4.08290443261784","LOC_Os05g34270.1;LOC_Os01g66820.1","LOC_Os05g34270.1",">LOC_Os05g34270.1 protein|inactive receptor kinase At1g27190 precursor, putative, expressed","2.0","8.0","7.0","16.6","67.236","nan","19.104","2318.0","62655;62656;62657;62658;144399;144400;144401;144402;144403;171036;308903;308904;308905;308906;308907;308908;308909;323380;323381;323382;323383;323384;323385;323386;450949;450950;450951;450952;450953;450954;450955;450956;450957;450958;450959;450960;450961;450962;450963;518788;518789;518790","LOC_Os05g34270.1:Chr5:20284920","forPPT","PPT1projLFQ_AnI;A1","ppt","0.9813574244879696,1.2490921888982613","0.2926487009693994,  0.01685843030238473","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.4224155718036865,-0.6763414605034807","2.1860296075229884,6.462637405097112","LOC_Os05g34320.2;LOC_Os05g34320.1;LOC_Os05g34320.3;LOC_Os01g66700.1","LOC_Os05g34320.2;LOC_Os05g34320.1;LOC_Os05g34320.3",">LOC_Os05g34320.2 protein|beta-hexosaminidase precursor, putative, expressed;>LOC_Os05g34320.1 protein|beta-hexosaminidase precursor, putative, expressed;>LOC_Os05g34320.3 protein|beta-hexosaminidase precursor, putative, expressed","4.0","18.0","18.0","36.5","58.964","nan","78.507","2319.0","65891;65892;65893;65894;65895;65896;65897;65898;65899;65900;65901;65902;65903;65904;121028;121029;121030;121031;121032;121033;146489;146490;146491;146492;146493;146494;146495;146496;146497;164095;164096;164097;164098;164099;164100;207330;207331;207332;207333;207334;207335;207336;207337;207338;207339;207340;207341;207342;207343;207344;207345;207346;207347;293993;293994;293995;293996;293997;293998;293999;294000;294001;294002;294003;294004;294005;294006;294007;294008;294009;294010;311648;311649;311650;311651;311652;311653;319741;319742;319743;319744;319745;319746;319747;319748;319749;319750;319751;319752;319753;331786;331787;331788;331789;331790;331791;331792;331793;399474;399475;399476;399477;399478;399479;399480;410676;410677;410678;410679;434155;434156;434157;434158;434159;434160;434161;434162;434163;471489;471490;471491;471492;471493;471494;471495;471496;471497;471498;471499;471500;471501;471502;471503;471504;498759;498760;498761;498762;498763;498764;523905;523906;523907;523908;523909;523910;542629;542630;542631;542632;542633;542634;542635;542636;542637;542638;542639;542640;542641;542642;542643;542644;542645;542646","LOC_Os05g34320.2:Chr5:20315720^^LOC_Os05g34320.1:Chr5:20315720^^LOC_Os05g34320.3:Chr5:20315720","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.4224155718036865,-0.6763414605034807","0.11236198533144776,  0.0015606741477159412","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-1.2042822004931735,-1.367072346800346","2.5925580296572566,3.0534643917967657","LOC_Os05g39770.1;LOC_Os05g39770.2","LOC_Os05g39770.1;LOC_Os05g39770.2",">LOC_Os05g39770.1 protein|aminotransferase, putative, expressed;>LOC_Os05g39770.2 protein|aminotransferase, putative, expressed","2.0","12.0","11.0","40.4","51.847","nan","48.696","2355.0","94570;94571;94572;94573;94574;94575;94576;94577;94578;106534;106535;106536;106537;106538;106539;139922;139923;139924;139925;139926;139927;139928;139929;139930;139931;139932;139933;139934;139935;139936;157881;157882;157883;160004;236181;236182;236183;250520;250521;250522;250523;250524;250525;333598;333599;333600;333601;333602;333603;333604;333605;333606;333607;333608;333609;437157;437158;437159;437160;437161;437162;437163;437164;437165;437166;448984;448985;448986;448987;448988;448989;448990;484065;484066;484067;484068;484069;521907;521908;521909;521910;521911","LOC_Os05g39770.1:Chr5:23359747^^LOC_Os05g39770.2:Chr5:23359747","forPPT","PPT1projLFQ_AnI;A1","ppt","-1.2042822004931735,-1.367072346800346","0.07482838183615273,  0.047195138395220354","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.09092961998634763,0.2888346516569084","2.312530298499144,5.355997562136098","LOC_Os05g40180.1;LOC_Os09g27350.1","LOC_Os05g40180.1",">LOC_Os05g40180.1 protein|serine/threonine-protein kinase stt7, chloroplast precursor, putative, expressed","2.0","13.0","13.0","25.2","63.254","nan","71.878","2357.0","4000;4001;4002;4003;4004;4005;4006;5796;5797;5798;5799;5800;5801;81292;81293;81294;81295;81296;81297;81298;81299;81300;81301;81302;81303;81304;81305;81306;81307;81308;81309;81310;81311;81312;81313;81314;81315;81316;81317;81318;81319;81320;81321;81322;81323;81324;81325;81326;81327;81328;203134;203135;203136;203137;203138;203139;203140;203141;203142;203143;203144;203145;203146;203147;203148;203149;203150;203151;203152;203153;203154;203155;217411;217412;217413;217414;217415;217416;217417;217418;217419;217420;217421;217422;217423;217424;217425;217426;217427;217428;217429;217430;217431;217432;217433;278725;278726;278727;278728;278729;278730;278731;293390;293391;293392;293393;293394;293395;293396;293397;293398;293399;293400;293401;293402;293403;293404;293405;293406;293407;293408;293409;321143;321144;321145;321146;321147;321148;321149;321150;321151;321152;321153;321154;321155;321156;321157;321158;321159;349589;349590;349591;349592;349593;349594;349595;349596;349597;349598;349599;349600;349601;349602;349603;349604;349605;349606;358943;358944;358945;358946;358947;358948;358949;358950;358951;358952;358953;358954;358955;358956;358957;358958;358959;358960;358961;358962;358963;358964;358965;358966;358967;386128;386129;386130;386131;386132;386133;386134;386135;386136;386137;455365;455366;455367;455368;455369;455370;455371;455372;455373;455374;463870;463871;463872;463873;463874;463875;463876;463877;463878;463879;463880;463881","LOC_Os05g40180.1:Chr5:23598231","forPPT","PPT1projLFQ_AnI;A1","ppt","0.09092961998634763,0.2888346516569084","0.09901040845160443,  0.004719758895571464","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.06727750007931953,1.204067164459394","0.12503223941024827,5.322941856567682","LOC_Os05g40270.8;LOC_Os05g40270.5;LOC_Os05g40270.4;LOC_Os05g40270.3;LOC_Os05g40270.2;LOC_Os05g40270.1;LOC_Os05g40270.7;LOC_Os05g40270.6;LOC_Os05g40270.12;LOC_Os05g40270.9;LOC_Os05g40270.10;LOC_Os01g49529.3;LOC_Os08g04420.2;LOC_Os08g04420.1;LOC_Os12g37570.2;LOC_Os01g04450.1;LOC_Os01g04409.1;LOC_Os05g47770.1;LOC_Os01g49529.2;LOC_Os01g49529.1;LOC_Os03g12470.1;LOC_Os12g37570.1","LOC_Os05g40270.8;LOC_Os05g40270.5;LOC_Os05g40270.4;LOC_Os05g40270.3;LOC_Os05g40270.2;LOC_Os05g40270.1;LOC_Os05g40270.7;LOC_Os05g40270.6;LOC_Os05g40270.12;LOC_Os05g40270.9",">LOC_Os05g40270.8 protein|expressed protein;>LOC_Os05g40270.5 protein|expressed protein;>LOC_Os05g40270.4 protein|expressed protein;>LOC_Os05g40270.3 protein|expressed protein;>LOC_Os05g40270.2 protein|expressed protein;>LOC_Os05g40270.1 protein|expressed ","22.0","12.0","9.0","22.1","92.125","nan","32.781","2360.0","52203;52204;52205;52206;52207;52208;52209;52210;52211;166532;187386;187387;187388;187389;187390;187391;187392;187393;187394;187395;187396;187397;187398;187399;187400;275040;291528;291529;291530;291531;291532;316304;316305;316306;316307;316308;316309;316310;316311;316312;316313;316314;316315;316316;316317;316318;316319;321558;321559;321560;321561;321562;321563;374649;374650;374651;374652;415072;415073;415074;415075;415076;415077;423455;423456;423457;423458;423459;423460;430506;430507;430508;430509;430510;430511;430512;430513;474584;474585;474586;474587;474588;474589;474590;474591;474592;474593;474594;474595;474596","LOC_Os05g40270.8:Chr5:23654542^^LOC_Os05g40270.5:Chr5:23654542^^LOC_Os05g40270.4:Chr5:23654542^^LOC_Os05g40270.3:Chr5:23654542^^LOC_Os05g40270.2:Chr5:23654542^^LOC_Os05g40270.1:Chr5:23654542^^LOC_Os05g40270.7:Chr5:23656528^^LOC_Os05g40270.6:Chr5:23655525^^LOC_Os05g40270.12:Chr5:23661023^^LOC_Os05g40270.9:Chr5:23654542","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.06727750007931953,1.204067164459394","0.8824684518635298,  0.004878381097029862","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.16235209077867085,-0.42134806170368316","1.542686718813251,3.079166909033937","LOC_Os05g42020.1;LOC_Os05g42040.1","LOC_Os05g42020.1",">LOC_Os05g42020.1 protein|UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed","2.0","8.0","8.0","25.7","51.62","nan","23.606","2374.0","48384;48385;48386;48387;48388;48389;48390;48391;48392;48393;48394;48395;48396;136515;136516;137936;189129;189130;189131;189132;198867;198868;198869;198870;198871;198872;198873;198874;381509;381510;381511;381512;381513;381514;381515;381516;381517;403998;403999;404000;404001;404002;404003;404004;404005;404006;404007;504515;504516;504517;504518;504519;504520;504521;504522","LOC_Os05g42020.1:Chr5:24594983","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.16235209077867085,-0.42134806170368316","0.2138058927465702,  0.04599756084378942","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","-0.11335543514601408,-0.6421057053222488","1.1020511422623347,3.8079671654216294","LOC_Os05g42060.1","LOC_Os05g42060.1",">LOC_Os05g42060.1 protein|UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed","1.0","5.0","5.0","16.2","52.73","nan","10.312","2375.0","48382;48383;64992;64993;64994;64995;64996;64997;64998;64999;65000;65001;136517;136518;136519;136520;136521;136522;136523;136524;136525;136526;136527;136528;269678;269679;269680;269681;269682;269683;269684;269685;269686;269687;269688;269689;404494;404495;404496;404497","LOC_Os05g42060.1:Chr5:24611755","forPPT","PPT1projLFQ_AnI;A1","ppt","-0.11335543514601408,-0.6421057053222488","0.3321890174969342,  0.02219324833484349","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.21612294017641132,0.4081430063437316","0.6992510400384547,3.2493653444450254","LOC_Os05g48200.1","LOC_Os05g48200.1",">LOC_Os05g48200.1 protein|glutamate synthase, chloroplast precursor, putative, expressed","1.0","33.0","21.0","19.4","239.45","nan","104.94","2417.0","5746;61196;61197;61198;61199;61200;61201;61202;61203;61204;61205;61206;61207;61208;81433;81434;81435;81436;81437;81438;81439;81440;81441;81442;81443;81444;81445;81446;81447;81448;81449;105266;105267;105268;143607;143608;143609;157581;216118;218786;218787;218788;218789;218790;218791;236428;236429;236430;236431;265764;265765;265766;265767;265768;265769;265770;265771;265772;265773;265774;265775;302233;302234;302235;302236;302237;302238;302239;302240;302241;317056;317057;334992;334993;334994;334995;334996;334997;334998;340774;340775;340776;340777;340778;340779;340780;340781;340782;340783;340784;354213;354214;354215;354216;354217;354218;354219;354220;354221;354222;371956;371957;371958;371959;371960;371961;371962;371963;396363;396364;396365;402368;404157;404158;404159;404160;404161;404162;415103;415104;415105;415106;415107;415108;415109;415110;415111;415112;415113;415114;417949;417950;417951;417952;417953;424062;424063;424064;424065;476813;476814;476815;476816;476817;476818;476819;476820;485996;485997;495844;495845;495846;495847;495848;495849;495850;495851;495852;495853;498982;498983;498984;498985;498986;498987;498988;498989;498990;498991;498992;498993;498994;498995;498996;498997;498998;501286;501287;501288;501289;501290;501291;501292;501293;501834;501835;501836;501837;501838;501839;501840;501841;501842;501843;501844;501845;501846;503128;503129;503130;503131;503132;503133;503134;503135;503136;532785;532786;532787;532788;532789;532790;532791;532792;538259;538260;550225;550226;550227;550228;550229;550230;550231;550232;550233;550234;550235;550236;550237;550238;550239;550240","LOC_Os05g48200.1:Chr5:27622689","forPPT","PPT1projLFQ_AnI;A1","ppt","0.21612294017641132,0.4081430063437316","0.4969573656137531,  0.03879882390865089","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
"compare2similar","0.6071796831254053,0.8119820141813342","2.2593718236194236,3.137317766768871","LOC_Os05g51420.7;LOC_Os05g51420.6;LOC_Os05g51420.5;LOC_Os05g51420.4;LOC_Os05g51420.3;LOC_Os05g51420.2;LOC_Os05g51420.1;LOC_Os10g32700.1","LOC_Os05g51420.7;LOC_Os05g51420.6;LOC_Os05g51420.5;LOC_Os05g51420.4;LOC_Os05g51420.3;LOC_Os05g51420.2;LOC_Os05g51420.1",">LOC_Os05g51420.7 protein|hypersensitive-induced response protein, putative, expressed;>LOC_Os05g51420.6 protein|hypersensitive-induced response protein, putative, expressed;>LOC_Os05g51420.5 protein|hypersensitive-induced response protein, putative, expre","8.0","11.0","8.0","50.3","31.621","nan","67.08","2460.0","40273;40274;40275;40276;40277;40278;40279;40280;40281;40282;40283;40284;40285;40286;40287;53244;53245;53246;53247;53248;53249;53250;53251;53252;53253;53254;53255;53256;53257;53258;53259;53260;53261;53262;53263;53264;53265;53266;53267;53268;60179;60180;78672;78673;78674;78675;78676;78677;78678;78679;78680;78681;80696;80697;80698;80699;80700;80701;80702;80703;80704;80705;80706;80707;80708;80709;80710;91535;91536;91537;91538;91539;310223;310224;310225;310226;310227;310228;310229;310230;310231;310232;310233;310234;310235;310236;310237;310238;310239;310240;310241;310242;310243;310244;310245;310246;310247;310248;310249;310250;310251;426403;426404;426405;426406;426407;426408;426409;426410;426411;426412;426413;426414;426415;426416;426417;426418;426419;426420;473662;473663;473664;473665;473666;473667;473668;473669;473670;473671;473672;473673;473674;473675;473676;473677;473678;473679;473680;554449;554450;554451;554452;554453;554454;554455;554456;554457;554458;554459;554460;554461;554462;554463;554464;554465;554466;554467;554468","LOC_Os05g51420.7:Chr5:29488366^^LOC_Os05g51420.6:Chr5:29488366^^LOC_Os05g51420.5:Chr5:29488366^^LOC_Os05g51420.4:Chr5:29488366^^LOC_Os05g51420.3:Chr5:29488366^^LOC_Os05g51420.2:Chr5:29490127^^LOC_Os05g51420.1:Chr5:29488366","forPPT","PPT1projLFQ_AnI;A1","ppt","0.6071796831254053,0.8119820141813342","0.10441605585754242,  0.043399048296474695","forPPTPPT1projLFQ_AnI;A1Exp00;3,4,5,Exp01;0,1,2,Exp10;3,4,5,Exp11;6,7,83333"
